category,county,town,ad_id,date_of_lead,leads,package_type
commercial,Kildare,Leixlip,5613352,2018-04-18,2,Standard
commercial,Dublin,Dublin 1,5509876,2018-04-19,1,Standard
commercial,Dublin,Dublin 2,5574325,2018-04-19,1,Standard
commercial,Dublin,Dublin 2,5574321,2018-04-19,1,Standard
commercial,Dublin,Santry,5533956,2018-04-19,1,Standard
commercial,Dublin,Santry,5533956,2018-04-20,1,Standard
commercial,Dublin,Citywest,5588983,2018-04-21,1,Standard
commercial,Dublin,Santry,5533956,2018-04-21,1,Standard
commercial,Kildare,Leixlip,5613352,2018-04-21,1,Standard
commercial,Dublin,Dublin 2,5628728,2018-04-22,2,Standard
commercial,Dublin,IFSC,5401170,2018-04-22,1,Standard
commercial,Dublin,Leopardstown,5113408,2018-04-22,1,Standard
commercial,Dublin,Santry,5533956,2018-04-22,1,Standard
commercial,Dublin,Donnybrook,5418953,2018-04-23,1,Standard
commercial,Dublin,Dublin 2,5574325,2018-04-23,1,Standard
commercial,Kildare,Leixlip,5613352,2018-04-23,1,Standard
commercial,Meath,Ashbourne,5626053,2018-04-23,1,Standard
commercial,Meath,Slane,5609326,2018-04-23,1,Standard
commercial,Dublin,Citywest,5588983,2018-04-24,1,Standard
commercial,Dublin,Clonskeagh,5574376,2018-04-24,1,Standard
commercial,Dublin,Donnybrook,5418953,2018-04-24,1,Standard
commercial,Dublin,Dublin 2,5574344,2018-04-24,1,Standard
commercial,Dublin,Dublin 2,5574387,2018-04-24,1,Standard
commercial,Dublin,Kilmainham,5592492,2018-04-24,1,Standard
commercial,Dublin,Leopardstown,5113408,2018-04-24,1,Standard
commercial,Dublin,Rathmines,5510836,2018-04-24,3,Standard
commercial,Meath,Slane,5609326,2018-04-24,1,Standard
commercial,Dublin,Dublin 2,5574325,2018-04-25,1,Standard
commercial,Dublin,Dublin 2,5628728,2018-04-25,1,Standard
commercial,Dublin,Leopardstown,5113408,2018-04-25,1,Standard
commercial,Dublin,Rathmines,5510836,2018-04-25,2,Standard
commercial,Meath,Ashbourne,5626053,2018-04-25,1,Standard
commercial,Dublin,Dublin 2,5574325,2018-04-26,1,Standard
commercial,Dublin,Dublin 2,5597373,2018-04-26,1,Standard
commercial,Dublin,Rathmines,5510836,2018-04-26,2,Standard
commercial,Dublin,Artane,5574316,2018-04-27,1,Standard
commercial,Kildare,Kilcock,5461071,2018-04-27,1,Standard
commercial,Dublin,Leopardstown,5452739,2018-04-28,1,Standard
commercial,Westmeath,Athlone,5597696,2018-04-28,1,Standard
commercial,Dublin,Ballycoolin,5421515,2018-04-30,1,Standard
commercial,Dublin,Dublin 2,5574325,2018-04-30,1,Standard
commercial,Dublin,Dublin 2,5574372,2018-04-30,1,Featured
commercial,Dublin,Dublin 2,5597373,2018-04-30,1,Standard
commercial,Dublin,Park West,5469122,2018-04-30,1,Standard
commercial,Meath,Slane,5609326,2018-04-30,1,Standard
commercial,Dublin,Balbriggan,5429452,2018-05-01,1,Standard
commercial,Kildare,Naas,5477528,2018-05-01,1,Standard
commercial,Westmeath,Athlone,5597696,2018-05-01,1,Standard
commercial,Dublin,Citywest,5588983,2018-05-02,1,Standard
commercial,Dublin,Clonskeagh,5574376,2018-05-02,1,Standard
commercial,Dublin,Dublin 2,5574372,2018-05-02,1,Featured
commercial,Dublin,Park West,5469122,2018-05-02,2,Standard
commercial,Dublin,Phibsborough,5601537,2018-05-02,2,Standard
commercial,Westmeath,Athlone,5597696,2018-05-02,1,Standard
commercial,Dublin,Citywest,5588983,2018-05-03,2,Standard
commercial,Dublin,Dublin 2,5628960,2018-05-03,1,Standard
commercial,Dublin,Dublin 2,5628728,2018-05-03,1,Standard
commercial,Dublin,Park West,5484191,2018-05-03,1,Standard
commercial,Dublin,Santry,5533956,2018-05-03,1,Standard
commercial,Meath,Slane,5609326,2018-05-03,1,Standard
commercial,Dublin,Ballycoolin,5421515,2018-05-04,2,Standard
commercial,Dublin,Dublin 1,5635372,2018-05-04,1,Standard
commercial,Dublin,Ballsbridge,5574334,2018-05-05,1,Featured
commercial,Dublin,Dublin 1,5635372,2018-05-05,1,Standard
commercial,Dublin,Dublin 4,5627170,2018-05-05,1,Standard
commercial,Kildare,Leixlip,5613352,2018-05-05,1,Standard
commercial,Dublin,Coolock,5541046,2018-05-06,1,Standard
commercial,Dublin,Kilbarrack,5523006,2018-05-07,1,Standard
commercial,Dublin,Ballsbridge,5574334,2018-05-08,1,Featured
commercial,Dublin,Dublin 1,5635372,2018-05-08,1,Standard
commercial,Dublin,Dublin 2,5628960,2018-05-08,1,Standard
commercial,Dublin,Foxrock,5617070,2018-05-08,1,Standard
commercial,Dublin,Leopardstown,5597372,2018-05-08,1,Standard
commercial,Dublin,Santry,5533956,2018-05-08,1,Standard
commercial,Kildare,Leixlip,5613353,2018-05-08,1,Standard
commercial,Dublin,Dublin 2,5574344,2018-05-09,1,Standard
commercial,Dublin,Santry,5533956,2018-05-09,1,Standard
commercial,Wicklow,Delgany,5638895,2018-05-09,1,Standard
commercial,Dublin,Dublin 2,5628728,2018-05-10,1,Standard
commercial,Dublin,Park West,5484191,2018-05-10,1,Standard
commercial,Dublin,Rathmines,5510836,2018-05-10,1,Standard
commercial,Meath,Slane,5609326,2018-05-10,1,Standard
commercial,Wicklow,Delgany,5638895,2018-05-10,1,Standard
commercial,Dublin,Citywest,5639908,2018-05-11,1,Standard
commercial,Dublin,Coolock,5541046,2018-05-11,1,Standard
commercial,Dublin,Dublin 2,5628728,2018-05-11,1,Standard
commercial,Dublin,Leopardstown,5452739,2018-05-12,1,Standard
commercial,Dublin,Rathmines,5510836,2018-05-12,1,Standard
commercial,Kildare,Clane,5641763,2018-05-12,1,Standard
commercial,Dublin,Clonskeagh,5574354,2018-05-14,1,Standard
commercial,Dublin,Dublin 2,5574325,2018-05-14,1,Standard
commercial,Dublin,Foxrock,5617070,2018-05-14,1,Standard
commercial,Dublin,Leopardstown,5452739,2018-05-14,1,Standard
commercial,Dublin,Rathmines,5510836,2018-05-14,1,Standard
commercial,Dublin,Santry,5533956,2018-05-14,2,Standard
commercial,Wicklow,Delgany,5638895,2018-05-14,1,Standard
commercial,Dublin,Dublin 2,5628728,2018-05-15,1,Standard
commercial,Dublin,Dublin 2,545193,2018-05-15,1,Standard
commercial,Dublin,Park West,5484191,2018-05-15,1,Standard
commercial,Dublin,Park West,5577115,2018-05-15,1,Standard
commercial,Dublin,Rathmines,5510836,2018-05-15,1,Standard
commercial,Dublin,Dublin 2,5574371,2018-05-16,1,Featured
commercial,Dublin,Dublin 2,5574325,2018-05-16,1,Standard
commercial,Dublin,Dublin 2,5593223,2018-05-16,1,Featured
commercial,Dublin,Dublin 2,5584163,2018-05-16,1,Standard
commercial,Dublin,Dublin 2,5644304,2018-05-16,3,Standard
commercial,Dublin,Rathmines,5510836,2018-05-16,1,Standard
commercial,Dublin,Sandyford,5595996,2018-05-16,1,Standard
commercial,Dublin,Santry,5533956,2018-05-16,1,Standard
commercial,Kildare,Clane,5642914,2018-05-16,1,Standard
commercial,Dublin,Artane,5644904,2018-05-17,1,Standard
commercial,Dublin,Foxrock,5644889,2018-05-17,1,Standard
commercial,Dublin,IFSC,5644966,2018-05-17,1,Standard
commercial,Dublin,Park West,5484191,2018-05-17,1,Standard
commercial,Dublin,Rathmines,5644914,2018-05-17,1,Standard
commercial,Dublin,Santry,5533956,2018-05-17,1,Standard
commercial,Dublin,Dolphin's Barn,5644900,2018-05-18,3,Standard
commercial,Dublin,Dublin 2,5628728,2018-05-18,1,Standard
commercial,Dublin,Kilbarrack,5644913,2018-05-18,1,Standard
commercial,Dublin,Rathmines,5644914,2018-05-18,1,Standard
commercial,Kildare,Clane,5644885,2018-05-18,1,Standard
commercial,Tipperary,Cahir,5644892,2018-05-18,1,Standard
commercial,Dublin,Dublin 1,5635372,2018-05-19,1,Standard
commercial,Dublin,Dublin 2,5644921,2018-05-19,1,Standard
commercial,Dublin,Finglas,5319265,2018-05-19,1,Standard
commercial,Dublin,Rathmines,5644914,2018-05-19,1,Standard
commercial,Kildare,Clane,5642914,2018-05-19,1,Standard
commercial,Dublin,Donnybrook,5418953,2018-05-20,2,Standard
commercial,Dublin,Dublin 2,5644304,2018-05-21,1,Standard
commercial,Dublin,Dublin 2,5628960,2018-05-21,1,Standard
commercial,Dublin,Dublin 2,5644908,2018-05-21,1,Standard
commercial,Dublin,Foxrock,5617070,2018-05-21,1,Standard
commercial,Kildare,Clane,5641763,2018-05-21,1,Standard
commercial,Kildare,Leixlip,5613353,2018-05-21,1,Standard
commercial,Louth,Tullyallen,5593019,2018-05-21,1,Standard
commercial,Dublin,Blanchardstown,5587785,2018-05-22,1,Standard
commercial,Dublin,Dublin 1,5647905,2018-05-22,1,Standard
commercial,Dublin,Dublin 2,5597373,2018-05-22,1,Standard
commercial,Dublin,Dublin 2,5644921,2018-05-22,2,Standard
commercial,Dublin,IFSC,5644966,2018-05-22,1,Standard
commercial,Dublin,Park West,5484191,2018-05-22,1,Standard
commercial,Dublin,Rathmines,5644914,2018-05-22,2,Standard
commercial,Kildare,Clane,5642914,2018-05-22,1,Standard
commercial,Dublin,Ballsbridge,5597374,2018-05-23,1,Standard
commercial,Dublin,Dublin 1,5647905,2018-05-23,1,Standard
commercial,Dublin,Harold's Cross,5644943,2018-05-23,1,Standard
commercial,Dublin,IFSC,5644966,2018-05-23,1,Standard
commercial,Dublin,Phibsborough,5601537,2018-05-23,1,Standard
commercial,Tipperary,Cahir,5601448,2018-05-23,1,Standard
commercial,Dublin,Clonskeagh,5644964,2018-05-24,1,Standard
commercial,Dublin,Dublin 1,5635372,2018-05-24,2,Standard
commercial,Dublin,Dublin 2,5644304,2018-05-24,1,Standard
commercial,Dublin,Phibsborough,5601537,2018-05-24,1,Standard
commercial,Kildare,Clane,5641763,2018-05-24,1,Standard
commercial,Dublin,Dublin 1,5647905,2018-05-25,1,Standard
commercial,Dublin,Kilmainham,5644899,2018-05-25,1,Standard
commercial,Dublin,Rathmines,5644914,2018-05-25,1,Standard
commercial,Kildare,Clane,5642914,2018-05-25,1,Standard
commercial,Dublin,Dublin 2,5628728,2018-05-26,1,Standard
commercial,Dublin,Dublin 1,5647905,2018-05-27,1,Standard
commercial,Dublin,Rathmines,5644914,2018-05-28,1,Standard
commercial,Kildare,Leixlip,5613352,2018-05-28,1,Standard
commercial,Dublin,Dublin 1,5647905,2018-05-29,1,Standard
commercial,Dublin,Dublin 2,5597373,2018-05-29,1,Standard
commercial,Dublin,Dublin 2,5644902,2018-05-29,1,Standard
commercial,Dublin,Park West,5484191,2018-05-29,1,Standard
commercial,Dublin,Rathmines,5644914,2018-05-29,1,Standard
commercial,Dublin,Santry,5533956,2018-05-29,1,Standard
commercial,Kildare,Clane,5642914,2018-05-29,1,Standard
commercial,Dublin,Dublin 1,5635372,2018-05-30,1,Standard
commercial,Dublin,Dublin 1,5644918,2018-05-30,1,Standard
commercial,Dublin,Dublin 2,5644304,2018-05-30,1,Standard
commercial,Dublin,Rathmines,5644914,2018-05-30,2,Standard
commercial,Meath,Enfield,5652513,2018-05-30,1,Standard
commercial,Westmeath,Athlone,5647687,2018-05-30,1,Standard
commercial,Dublin,Ballycoolin,5421515,2018-05-31,1,Standard
commercial,Dublin,Foxrock,5617070,2018-05-31,1,Standard
commercial,Dublin,Killiney,5628959,2018-05-31,1,Standard
commercial,Dublin,Santry,5533956,2018-06-01,1,Standard
commercial,Wicklow,Delgany,5638895,2018-06-01,1,Standard
commercial,Kildare,Clane,5642914,2018-06-02,2,Standard
commercial,Dublin,Dublin 2,5628960,2018-06-03,1,Standard
commercial,Dublin,Santry,5394522,2018-06-04,1,Standard
commercial,Dublin,Balbriggan,5429452,2018-06-05,1,Standard
commercial,Dublin,Ballsbridge,5644930,2018-06-05,1,Standard
commercial,Dublin,Clonskeagh,5644964,2018-06-05,2,Standard
commercial,Dublin,Dublin 1,5647905,2018-06-05,1,Standard
commercial,Dublin,Leopardstown,5113408,2018-06-05,1,Standard
commercial,Dublin,Rathmines,5644914,2018-06-05,1,Standard
commercial,Dublin,Santry,5533956,2018-06-05,3,Standard
commercial,Kildare,Leixlip,5613352,2018-06-05,1,Standard
commercial,Tipperary,Cahir,5601448,2018-06-05,2,Standard
commercial,Westmeath,Athlone,5597696,2018-06-05,1,Standard
commercial,Dublin,Ballsbridge,5644930,2018-06-06,1,Standard
commercial,Dublin,Dublin 2,5644909,2018-06-06,1,Standard
commercial,Dublin,Dublin 2,5644896,2018-06-06,1,Standard
commercial,Dublin,Park West,5484191,2018-06-06,1,Standard
commercial,Dublin,Santry,5533956,2018-06-06,1,Standard
commercial,Dublin,Santry,5394522,2018-06-06,2,Standard
commercial,Kildare,Clane,5642914,2018-06-06,1,Standard
commercial,Kildare,Naas,5477528,2018-06-06,1,Standard
commercial,Dublin,Dublin 1,5647905,2018-06-08,1,Standard
commercial,Dublin,Dalkey,5660081,2018-06-09,1,Standard
commercial,Dublin,Dublin 1,5660049,2018-06-09,1,Standard
commercial,Dublin,Dublin 2,5660106,2018-06-09,2,Standard
commercial,Dublin,Foxrock,5660050,2018-06-09,1,Standard
commercial,Dublin,Harold's Cross,5660051,2018-06-09,1,Standard
commercial,Kildare,Kilcock,5660056,2018-06-09,2,Standard
commercial,Meath,Ashbourne,5660092,2018-06-09,1,Standard
commercial,Dublin,Citywest,5660040,2018-06-10,1,Standard
commercial,Dublin,Santry,5660097,2018-06-10,1,Standard
commercial,Dublin,Dublin 1,5660052,2018-06-11,1,Standard
commercial,Dublin,Dublin 2,5660106,2018-06-11,1,Standard
commercial,Dublin,Dublin 2,5661607,2018-06-11,1,Standard
commercial,Dublin,Dublin 2,5660039,2018-06-11,2,Standard
commercial,Dublin,Park West,5661323,2018-06-11,1,Standard
commercial,Dublin,Phibsborough,5660048,2018-06-11,3,Standard
commercial,Kildare,Clane,5641763,2018-06-11,1,Standard
commercial,Westmeath,Athlone,5660076,2018-06-11,1,Standard
commercial,Dublin,Dublin 2,5660106,2018-06-12,1,Standard
commercial,Dublin,Kilmore,5662284,2018-06-12,1,Standard
commercial,Dublin,Park West,5661323,2018-06-12,1,Standard
commercial,Dublin,Rathmines,5662273,2018-06-12,1,Standard
commercial,Meath,Ashbourne,5662276,2018-06-12,1,Standard
commercial,Dublin,Dublin 2,5660106,2018-06-13,1,Standard
commercial,Dublin,Dublin 8,5663004,2018-06-13,1,Standard
commercial,Dublin,Foxrock,5660073,2018-06-13,1,Standard
commercial,Dublin,Leopardstown,5662984,2018-06-13,1,Standard
commercial,Kildare,Clane,5660113,2018-06-13,1,Standard
commercial,Dublin,Dublin 2,5662987,2018-06-14,1,Standard
commercial,Dublin,Rathmines,5662993,2018-06-14,2,Standard
commercial,Westmeath,Athlone,5662977,2018-06-14,1,Standard
commercial,Dublin,Balbriggan,5660077,2018-06-15,1,Standard
commercial,Dublin,Blanchardstown,5664318,2018-06-15,1,Standard
commercial,Dublin,Dublin 2,5660106,2018-06-15,1,Standard
commercial,Dublin,Dublin 2,5662978,2018-06-15,1,Standard
commercial,Meath,Ashbourne,5662996,2018-06-15,1,Standard
commercial,Dublin,Dublin 2,5660106,2018-06-16,1,Standard
commercial,Kildare,Clane,5660113,2018-06-16,1,Standard
commercial,Meath,Enfield,5662981,2018-06-16,1,Standard
commercial,Cavan,Cavan,5664714,2018-06-18,1,Standard
commercial,Dublin,Dublin 2,5662987,2018-06-18,1,Standard
commercial,Kildare,Clane,5660113,2018-06-18,1,Standard
commercial,Meath,Ashbourne,5662996,2018-06-18,1,Standard
commercial,Cavan,Cavan,5664714,2018-06-19,1,Standard
commercial,Dublin,Dublin 2,5662978,2018-06-19,1,Standard
commercial,Kildare,Clane,5660113,2018-06-19,1,Standard
commercial,Dublin,Dublin 2,5667618,2018-06-21,1,Standard
commercial,Dublin,Dublin 2,5667628,2018-06-21,1,Standard
commercial,Dublin,Dublin 4,5667629,2018-06-21,1,Standard
commercial,Dublin,Balbriggan,5660077,2018-06-22,1,Standard
commercial,Meath,Ashbourne,5662996,2018-06-22,2,Standard
commercial,Dublin,Santry,5664324,2018-06-24,1,Standard
commercial,Kildare,Kildare,5660114,2018-06-24,1,Standard
commercial,Dublin,Dublin 1,5667625,2018-06-25,1,Standard
commercial,Dublin,Leopardstown,5663003,2018-06-25,1,Standard
commercial,Kildare,Clane,5660113,2018-06-25,1,Standard
commercial,Dublin,Dublin 1,5667634,2018-06-26,1,Standard
commercial,Dublin,Dublin 2,5667618,2018-06-26,2,Standard
commercial,Dublin,Leopardstown,5668592,2018-06-26,1,Standard
commercial,Dublin,Park West,5661323,2018-06-26,1,Standard
commercial,Dublin,Dublin 2,5667618,2018-06-27,1,Standard
commercial,Dublin,Park West,5661323,2018-06-27,1,Standard
commercial,Kildare,Kilcock,5661609,2018-06-27,1,Standard
commercial,Meath,Ashbourne,5626053,2018-06-27,2,Standard
commercial,Dublin,Dublin 2,5671456,2018-06-28,1,Standard
commercial,Dublin,Dublin 2,5671140,2018-06-28,1,Standard
commercial,Dublin,Dublin 2,5660106,2018-06-29,1,Standard
commercial,Dublin,Santry,5664324,2018-06-29,1,Standard
commercial,Louth,Drogheda,5660110,2018-06-29,1,Standard
commercial,Meath,Enfield,5662981,2018-06-29,2,Standard
commercial,Dublin,Dun Laoghaire,5667621,2018-06-30,1,Standard
commercial,Dublin,Dublin 1,5661653,2018-07-01,1,Standard
commercial,Dublin,Blanchardstown,5664318,2018-07-02,1,Standard
commercial,Dublin,Citywest,5664089,2018-07-02,1,Standard
commercial,Dublin,Dublin 2,5660106,2018-07-03,1,Standard
commercial,Dublin,Dublin 7,5672809,2018-07-03,1,Standard
commercial,Dublin,Dublin 4,5663017,2018-07-04,1,Featured
commercial,Dublin,Killiney,5662988,2018-07-05,1,Standard
commercial,Dublin,Leopardstown,5663003,2018-07-05,2,Standard
commercial,Dublin,Dalkey,5674734,2018-07-06,1,Standard
commercial,Dublin,Citywest,5664089,2018-07-08,1,Standard
commercial,Dublin,Dublin 2,5667628,2018-07-09,1,Standard
commercial,Kildare,Clane,5660113,2018-07-09,1,Standard
commercial,Westmeath,Athlone,5662977,2018-07-09,1,Standard
commercial,Dublin,Dublin 1,5662982,2018-07-10,1,Standard
commercial,Kildare,Kilcock,5661609,2018-07-10,5,Standard
commercial,Dublin,Blanchardstown,5664318,2018-07-11,1,Standard
commercial,Dublin,Leopardstown,5663003,2018-07-11,1,Standard
commercial,Meath,Enfield,5662981,2018-07-11,1,Standard
commercial,Dublin,Dublin 1,5662982,2018-07-12,1,Standard
commercial,Dublin,Dublin 2,5671456,2018-07-12,1,Standard
commercial,Dublin,Dublin 2,5667619,2018-07-13,1,Standard
commercial,Dublin,Dublin 7,5660093,2018-07-13,1,Standard
commercial,Dublin,Dublin 8,5663004,2018-07-13,1,Standard
commercial,Dublin,Leopardstown,5668592,2018-07-13,1,Standard
commercial,Dublin,Artane,5673632,2018-07-14,1,Standard
commercial,Dublin,Citywest,5664089,2018-07-14,1,Standard
commercial,Dublin,Dublin 1,5662982,2018-07-14,1,Standard
commercial,Dublin,Foxrock,5663862,2018-07-14,1,Standard
commercial,Dublin,Foxrock,5660073,2018-07-14,1,Standard
commercial,Dublin,Park West,5661323,2018-07-14,1,Standard
commercial,Dublin,Tyrrelstown,5676550,2018-07-14,1,Standard
commercial,Dublin,Clonskeagh,5644964,2018-07-15,1,Standard
commercial,Cavan,Cavan,5664714,2018-07-16,1,Standard
commercial,Dublin,Clonskeagh,5644964,2018-07-16,1,Standard
commercial,Dublin,Santry,5680576,2018-07-16,1,Standard
commercial,Dublin,Dublin 1,5662982,2018-07-17,1,Standard
commercial,Dublin,Dublin 2,5671456,2018-07-17,2,Featured
commercial,Dublin,St Margaret's,5667624,2018-07-17,1,Standard
commercial,Meath,Ashbourne,5674335,2018-07-17,1,Standard
commercial,Dublin,Citywest,5664089,2018-07-18,1,Standard
commercial,Dublin,Dublin 2,5671143,2018-07-19,1,Standard
commercial,Dublin,Leopardstown,5668592,2018-07-19,1,Standard
commercial,Dublin,Santry,5682725,2018-07-19,1,Standard
commercial,Dublin,Donnybrook,5418953,2018-07-20,1,Standard
commercial,Dublin,Dublin 2,5667628,2018-07-20,1,Standard
commercial,Dublin,Santry,5683442,2018-07-20,1,Standard
commercial,Dublin,Dublin 1,5662982,2018-07-21,1,Standard
commercial,Dublin,Dublin 2,5667628,2018-07-21,1,Standard
commercial,Kildare,Kilcock,5661609,2018-07-21,1,Standard
commercial,Meath,Slane,5663866,2018-07-21,1,Standard
commercial,Dublin,Artane,5673632,2018-07-22,1,Standard
commercial,Dublin,Artane,5673632,2018-07-23,1,Standard
commercial,Dublin,Dublin 2,5671456,2018-07-23,1,Featured
commercial,Dublin,Killiney,5660041,2018-07-23,1,Standard
commercial,Dublin,Smithfield,5664329,2018-07-23,1,Standard
commercial,Dublin,Clonskeagh,5644964,2018-07-24,1,Standard
commercial,Dublin,Dublin 4,5663017,2018-07-24,1,Featured
commercial,Dublin,Santry,5664324,2018-07-24,1,Standard
commercial,Dublin,Santry,5664324,2018-07-25,1,Standard
commercial,Meath,Ashbourne,5662996,2018-07-25,1,Standard
commercial,Dublin,Rathgar,5685713,2018-07-26,1,Standard
commercial,Dublin,Santry,5683442,2018-07-26,1,Standard
commercial,Meath,Slane,5663866,2018-07-26,1,Standard
commercial,Dublin,Santry,5683442,2018-07-27,1,Standard
commercial,Meath,Enfield,5662981,2018-07-27,1,Standard
commercial,Dublin,Donnybrook,5687208,2018-07-28,1,Standard
commercial,Dublin,Foxrock,5685802,2018-07-28,1,Standard
commercial,Dublin,Finglas,5662983,2018-07-29,1,Standard
commercial,Dublin,Foxrock,5664507,2018-07-29,1,Standard
commercial,Dublin,Santry,5664324,2018-07-29,1,Standard
commercial,Tipperary,Cahir,5673631,2018-07-29,1,Standard
commercial,Dublin,Blanchardstown,5664318,2018-07-30,1,Standard
commercial,Dublin,Dublin 2,5667619,2018-07-31,1,Standard
commercial,Dublin,Leopardstown,5668592,2018-07-31,1,Standard
commercial,Cavan,Cavan,5664714,2018-08-01,1,Standard
commercial,Dublin,Santry,5664324,2018-08-01,2,Standard
